"","lng","lat","lterid","year","month","ppt","tmean"
"2665",-106.74,32.62,"JRN",1996,"01",7.76000022888184,4.82499980926514
"2666",-106.74,32.62,"JRN",1996,"02",2.26999998092651,9.73999977111816
"2667",-106.74,32.62,"JRN",1996,"03",0,9.6850004196167
"2668",-106.74,32.62,"JRN",1996,"04",12.8299999237061,14.6900005340576
"2669",-106.74,32.62,"JRN",1996,"05",0,22.0099983215332
"2670",-106.74,32.62,"JRN",1996,"06",31.6599998474121,25.8650016784668
"2671",-106.74,32.62,"JRN",1996,"07",74.2699966430664,27.0149993896484
"2672",-106.74,32.62,"JRN",1996,"08",65.1100006103516,24.8450012207031
"2673",-106.74,32.62,"JRN",1996,"09",92.25,20.3600006103516
"2674",-106.74,32.62,"JRN",1996,"10",16.1299991607666,16.2000007629395
"2675",-106.74,32.62,"JRN",1996,"11",2.54999995231628,9.40999984741211
"2676",-106.74,32.62,"JRN",1996,"12",0,4.14500045776367
"2677",-106.74,32.62,"JRN",1997,"01",20.3700008392334,3.32000017166138
"2678",-106.74,32.62,"JRN",1997,"02",23.2399997711182,6.29499959945679
"2679",-106.74,32.62,"JRN",1997,"03",9.59000015258789,11.4650001525879
"2680",-106.74,32.62,"JRN",1997,"04",4.46999979019165,13.2649993896484
"2681",-106.74,32.62,"JRN",1997,"05",35.189998626709,20.0900001525879
"2682",-106.74,32.62,"JRN",1997,"06",50.8899993896484,23.2199993133545
"2683",-106.74,32.62,"JRN",1997,"07",49.5499992370605,26.0900001525879
"2684",-106.74,32.62,"JRN",1997,"08",31.0799999237061,24.9249992370605
"2685",-106.74,32.62,"JRN",1997,"09",37.3199996948242,23.3649997711182
"2686",-106.74,32.62,"JRN",1997,"10",10.4499998092651,14.7250003814697
"2687",-106.74,32.62,"JRN",1997,"11",13.6899995803833,9.26000022888184
"2688",-106.74,32.62,"JRN",1997,"12",40.8800010681152,1.67500019073486
"2689",-106.74,32.62,"JRN",1998,"01",1.97000002861023,5.73499965667725
"2690",-106.74,32.62,"JRN",1998,"02",7.30999994277954,6.08500003814697
"2691",-106.74,32.62,"JRN",1998,"03",11.4399995803833,9.01000022888184
"2692",-106.74,32.62,"JRN",1998,"04",1.94000005722046,12.1999998092651
"2693",-106.74,32.62,"JRN",1998,"05",0,19.2000007629395
"2694",-106.74,32.62,"JRN",1998,"06",3.79999995231628,23.3800010681152
"2695",-106.74,32.62,"JRN",1998,"07",53.6699981689453,26.8549995422363
"2696",-106.74,32.62,"JRN",1998,"08",30.0699996948242,25.3549995422363
"2697",-106.74,32.62,"JRN",1998,"09",7.98000001907349,24.1999988555908
"2698",-106.74,32.62,"JRN",1998,"10",55.3199996948242,16.8600006103516
"2699",-106.74,32.62,"JRN",1998,"11",13.6000003814697,10.7950000762939
"2700",-106.74,32.62,"JRN",1998,"12",8.68000030517578,5.13000011444092
"2701",-106.74,32.62,"JRN",1999,"01",7.51999998092651,6.875
"2702",-106.74,32.62,"JRN",1999,"02",0,8.78499984741211
"2703",-106.74,32.62,"JRN",1999,"03",15.5900001525879,11.289999961853
"2704",-106.74,32.62,"JRN",1999,"04",0.469999998807907,13.4049997329712
"2705",-106.74,32.62,"JRN",1999,"05",1.63999998569489,19.1100006103516
"2706",-106.74,32.62,"JRN",1999,"06",47.5099983215332,22.9899997711182
"2707",-106.74,32.62,"JRN",1999,"07",76.2799987792969,25.7449989318848
"2708",-106.74,32.62,"JRN",1999,"08",100.620002746582,25.3699989318848
"2709",-106.74,32.62,"JRN",1999,"09",34.75,22.1800003051758
"2710",-106.74,32.62,"JRN",1999,"10",28.9699993133545,15.8199996948242
"2711",-106.74,32.62,"JRN",1999,"11",0,11.0600004196167
"2712",-106.74,32.62,"JRN",1999,"12",11.9099998474121,3.58000016212463
"2713",-106.74,32.62,"JRN",2000,"01",0,6.99999952316284
"2714",-106.74,32.62,"JRN",2000,"02",0,9.11999988555908
"2715",-106.74,32.62,"JRN",2000,"03",6.98999977111816,10.8299999237061
"2716",-106.74,32.62,"JRN",2000,"04",0,16.9449996948242
"2717",-106.74,32.62,"JRN",2000,"05",0,22.4349994659424
"2718",-106.74,32.62,"JRN",2000,"06",82.7200012207031,24.7799987792969
"2719",-106.74,32.62,"JRN",2000,"07",29.8500003814697,27.125
"2720",-106.74,32.62,"JRN",2000,"08",30.8299999237061,25.9000015258789
"2721",-106.74,32.62,"JRN",2000,"09",1.82000005245209,23.6749992370605
"2722",-106.74,32.62,"JRN",2000,"10",59.7000007629395,15.5750007629395
"2723",-106.74,32.62,"JRN",2000,"11",33.7200012207031,6.35499954223633
"2724",-106.74,32.62,"JRN",2000,"12",3.09999990463257,4.9350004196167
"2725",-106.74,32.62,"JRN",2001,"01",20.0200004577637,3.79500031471252
"2726",-106.74,32.62,"JRN",2001,"02",13.3100004196167,7.46000051498413
"2727",-106.74,32.62,"JRN",2001,"03",3.49000000953674,10.4599990844727
"2728",-106.74,32.62,"JRN",2001,"04",5.38000011444092,15.4850006103516
"2729",-106.74,32.62,"JRN",2001,"05",7.09999990463257,21.0100002288818
"2730",-106.74,32.62,"JRN",2001,"06",3.98000001907349,25.5250015258789
"2731",-106.74,32.62,"JRN",2001,"07",27.2299995422363,27.2950000762939
"2732",-106.74,32.62,"JRN",2001,"08",40.4500007629395,25.7600002288818
"2733",-106.74,32.62,"JRN",2001,"09",20.1900005340576,22.7200012207031
"2734",-106.74,32.62,"JRN",2001,"10",0,17.5550003051758
"2735",-106.74,32.62,"JRN",2001,"11",6.19000005722046,10.8149995803833
"2736",-106.74,32.62,"JRN",2001,"12",2.08999991416931,4.00999975204468
"2737",-106.74,32.62,"JRN",2002,"01",6.88000011444092,5.53999996185303
"2738",-106.74,32.62,"JRN",2002,"02",22.8299999237061,5.92500019073486
"2739",-106.74,32.62,"JRN",2002,"03",0,10.5299997329712
"2740",-106.74,32.62,"JRN",2002,"04",0,18.0900001525879
"2741",-106.74,32.62,"JRN",2002,"05",5.82000017166138,20.1049995422363
"2742",-106.74,32.62,"JRN",2002,"06",1.79999995231628,26.7849998474121
"2743",-106.74,32.62,"JRN",2002,"07",123.080001831055,26.1649990081787
"2744",-106.74,32.62,"JRN",2002,"08",43.5,26.6599998474121
"2745",-106.74,32.62,"JRN",2002,"09",10.8999996185303,22.7999992370605
"2746",-106.74,32.62,"JRN",2002,"10",30.5699996948242,15.6949996948242
"2747",-106.74,32.62,"JRN",2002,"11",8.39999961853027,8.75500011444092
"2748",-106.74,32.62,"JRN",2002,"12",36.5099983215332,4.35500001907349
"2749",-106.74,32.62,"JRN",2003,"01",0,7.25
"2750",-106.74,32.62,"JRN",2003,"02",41.9799995422363,7.48999977111816
"2751",-106.74,32.62,"JRN",2003,"03",3.52999997138977,10.4750003814697
"2752",-106.74,32.62,"JRN",2003,"04",7.78000020980835,14.7550001144409
"2753",-106.74,32.62,"JRN",2003,"05",0,20.7649993896484
"2754",-106.74,32.62,"JRN",2003,"06",9.77000045776367,24.7250003814697
"2755",-106.74,32.62,"JRN",2003,"07",15.7799997329712,28.1199989318848
"2756",-106.74,32.62,"JRN",2003,"08",25.5100002288818,27.0800018310547
"2757",-106.74,32.62,"JRN",2003,"09",6.98000001907349,23.3299999237061
"2758",-106.74,32.62,"JRN",2003,"10",11.5600004196167,18.7900009155273
"2759",-106.74,32.62,"JRN",2003,"11",15.9099998474121,10.585000038147
"2760",-106.74,32.62,"JRN",2003,"12",0,4.94500017166138
"2761",-106.74,32.62,"JRN",2004,"01",7.3899998664856,5.92000007629395
"2762",-106.74,32.62,"JRN",2004,"02",2.05999994277954,5.60499954223633
"2763",-106.74,32.62,"JRN",2004,"03",25.9400005340576,12.6999998092651
"2764",-106.74,32.62,"JRN",2004,"04",57.5,14.7399997711182
"2765",-106.74,32.62,"JRN",2004,"05",0,20.5900001525879
"2766",-106.74,32.62,"JRN",2004,"06",49.8199996948242,24.4099998474121
"2767",-106.74,32.62,"JRN",2004,"07",68.1999969482422,26.4449996948242
"2768",-106.74,32.62,"JRN",2004,"08",63.6599998474121,24.5300006866455
"2769",-106.74,32.62,"JRN",2004,"09",54.1699981689453,21.2550010681152
"2770",-106.74,32.62,"JRN",2004,"10",22.0699996948242,16.1599998474121
"2771",-106.74,32.62,"JRN",2004,"11",42.5099983215332,8.13500022888184
"2772",-106.74,32.62,"JRN",2004,"12",15.4399995803833,3.5
"2773",-106.74,32.62,"JRN",2005,"01",25.4799995422363,7.08000040054321
"2774",-106.74,32.62,"JRN",2005,"02",48.4099998474121,7.4850001335144
"2775",-106.74,32.62,"JRN",2005,"03",7.96000003814697,9.65999984741211
"2776",-106.74,32.62,"JRN",2005,"04",9.44999980926514,14.6700000762939
"2777",-106.74,32.62,"JRN",2005,"05",32.3400001525879,19.8700008392334
"2778",-106.74,32.62,"JRN",2005,"06",0,25.0349998474121
"2779",-106.74,32.62,"JRN",2005,"07",15.5500001907349,28.0599994659424
"2780",-106.74,32.62,"JRN",2005,"08",28.9500007629395,25.2000007629395
"2781",-106.74,32.62,"JRN",2005,"09",16.9200000762939,23.6700000762939
"2782",-106.74,32.62,"JRN",2005,"10",24.3999996185303,16.2849998474121
"2783",-106.74,32.62,"JRN",2005,"11",0,10.3799991607666
"2784",-106.74,32.62,"JRN",2005,"12",0,6.16000032424927
"2785",-106.74,32.62,"JRN",2006,"01",0.740000009536743,6.91000032424927
"2786",-106.74,32.62,"JRN",2006,"02",1.25999999046326,8.65000057220459
"2787",-106.74,32.62,"JRN",2006,"03",0,10.5150003433228
"2788",-106.74,32.62,"JRN",2006,"04",2.75999999046326,17.4500007629395
"2789",-106.74,32.62,"JRN",2006,"05",19.4599990844727,20.9700012207031
"2790",-106.74,32.62,"JRN",2006,"06",11.3599996566772,25.5550003051758
"2791",-106.74,32.62,"JRN",2006,"07",26.0300006866455,27.1450004577637
"2792",-106.74,32.62,"JRN",2006,"08",150.880004882812,24.2000007629395
"2793",-106.74,32.62,"JRN",2006,"09",84.7900009155273,19.6199989318848
"2794",-106.74,32.62,"JRN",2006,"10",63.939998626709,15.6000003814697
"2795",-106.74,32.62,"JRN",2006,"11",3.1800000667572,11
"2796",-106.74,32.62,"JRN",2006,"12",4.86999988555908,3.01000022888184
"2797",-106.74,32.62,"JRN",2007,"01",30.0699996948242,3.20000004768372
"2798",-106.74,32.62,"JRN",2007,"02",9.0600004196167,6.53500032424927
"2799",-106.74,32.62,"JRN",2007,"03",2.44000005722046,10.5249996185303
"2800",-106.74,32.62,"JRN",2007,"04",18.1900005340576,13.4300003051758
"2801",-106.74,32.62,"JRN",2007,"05",46.7299995422363,18.875
"2802",-106.74,32.62,"JRN",2007,"06",12.8299999237061,23.7550010681152
"2803",-106.74,32.62,"JRN",2007,"07",54.9500007629395,25.6100006103516
"2804",-106.74,32.62,"JRN",2007,"08",52.6300010681152,25.7999992370605
"2805",-106.74,32.62,"JRN",2007,"09",34.6199989318848,22.5599994659424
"2806",-106.74,32.62,"JRN",2007,"10",1.46000003814697,16.1900005340576
"2807",-106.74,32.62,"JRN",2007,"11",8.85999965667725,9.9950008392334
"2808",-106.74,32.62,"JRN",2007,"12",10.0699996948242,4.40000009536743
"2809",-106.74,32.62,"JRN",2008,"01",2.70000004768372,3.32499980926514
"2810",-106.74,32.62,"JRN",2008,"02",4.80999994277954,6.5
"2811",-106.74,32.62,"JRN",2008,"03",0,9.77499961853027
"2812",-106.74,32.62,"JRN",2008,"04",0,13.3550004959106
"2813",-106.74,32.62,"JRN",2008,"05",6.55000019073486,18.5849990844727
"2814",-106.74,32.62,"JRN",2008,"06",0.400000005960464,25.1700000762939
"2815",-106.74,32.62,"JRN",2008,"07",176.330001831055,24.75
"2816",-106.74,32.62,"JRN",2008,"08",43.2599983215332,24.4000015258789
"2817",-106.74,32.62,"JRN",2008,"09",75.7200012207031,19.8150005340576
"2818",-106.74,32.62,"JRN",2008,"10",8.86999988555908,14.2799997329712
"2819",-106.74,32.62,"JRN",2008,"11",7.51000022888184,8.2450008392334
"2820",-106.74,32.62,"JRN",2008,"12",7.17000007629395,5.69499969482422
"2821",-106.74,32.62,"JRN",2009,"01",2.54999995231628,4.98000001907349
"2822",-106.74,32.62,"JRN",2009,"02",0,8.46000003814697
"2823",-106.74,32.62,"JRN",2009,"03",1.33000004291534,10.5500001907349
"2824",-106.74,32.62,"JRN",2009,"04",0,13.6199998855591
"2825",-106.74,32.62,"JRN",2009,"05",20.8400001525879,20.5200004577637
"2826",-106.74,32.62,"JRN",2009,"06",12.4499998092651,23.6599998474121
"2827",-106.74,32.62,"JRN",2009,"07",46.6699981689453,27.3649997711182
"2828",-106.74,32.62,"JRN",2009,"08",46.6300010681152,25.3150005340576
"2829",-106.74,32.62,"JRN",2009,"09",44.4000015258789,20.8050003051758
"2830",-106.74,32.62,"JRN",2009,"10",18.4500007629395,15.4500007629395
"2831",-106.74,32.62,"JRN",2009,"11",26.1700000762939,8.51500034332275
"2832",-106.74,32.62,"JRN",2009,"12",28.5900001525879,2.80999994277954
"2833",-106.74,32.62,"JRN",2010,"01",29.5699996948242,2.82500004768372
"2834",-106.74,32.62,"JRN",2010,"02",15.8999996185303,5.54500007629395
"2835",-106.74,32.62,"JRN",2010,"03",2.75999999046326,7.99499988555908
"2836",-106.74,32.62,"JRN",2010,"04",6,14.125
"2837",-106.74,32.62,"JRN",2010,"05",0,17.5400009155273
"2838",-106.74,32.62,"JRN",2010,"06",2.95000004768372,24.5849990844727
"2839",-106.74,32.62,"JRN",2010,"07",65.0199966430664,25.6650009155273
"2840",-106.74,32.62,"JRN",2010,"08",33.5900001525879,25.7150001525879
"2841",-106.74,32.62,"JRN",2010,"09",13.8800001144409,23.2799987792969
"2842",-106.74,32.62,"JRN",2010,"10",8.43000030517578,15.9949998855591
"2843",-106.74,32.62,"JRN",2010,"11",0,7.03999996185303
"2844",-106.74,32.62,"JRN",2010,"12",1.47000002861023,6.08500003814697
"2845",-106.74,32.62,"JRN",2011,"01",0,2.52499961853027
"2846",-106.74,32.62,"JRN",2011,"02",4.42999982833862,3.33000016212463
"2847",-106.74,32.62,"JRN",2011,"03",0,11.6450004577637
"2848",-106.74,32.62,"JRN",2011,"04",0,15.9499998092651
"2849",-106.74,32.62,"JRN",2011,"05",0,17.75
"2850",-106.74,32.62,"JRN",2011,"06",4.09999990463257,25.2649993896484
"2851",-106.74,32.62,"JRN",2011,"07",54.9500007629395,28.0100002288818
"2852",-106.74,32.62,"JRN",2011,"08",63.0400009155273,27.5450019836426
"2853",-106.74,32.62,"JRN",2011,"09",12.6599998474121,23.1700000762939
"2854",-106.74,32.62,"JRN",2011,"10",3.58999991416931,15.2049999237061
"2855",-106.74,32.62,"JRN",2011,"11",8.22999954223633,7.60000038146973
"2856",-106.74,32.62,"JRN",2011,"12",51.1399993896484,1.5
"2857",-106.74,32.62,"JRN",2012,"01",9.51000022888184,5.19999980926514
"2858",-106.74,32.62,"JRN",2012,"02",1.39999997615814,6.3600001335144
"2859",-106.74,32.62,"JRN",2012,"03",2.11999988555908,9.64999961853027
"2860",-106.74,32.62,"JRN",2012,"04",0,15.4449996948242
"2861",-106.74,32.62,"JRN",2012,"05",12.8000001907349,19.4200000762939
"2862",-106.74,32.62,"JRN",2012,"06",0,24.9949989318848
"2863",-106.74,32.62,"JRN",2012,"07",26.0599994659424,26.2849998474121
"2864",-106.74,32.62,"JRN",2012,"08",15.8699998855591,26.6849994659424
"2865",-106.74,32.62,"JRN",2012,"09",17.8400001525879,21.8150005340576
"2866",-106.74,32.62,"JRN",2012,"10",0,15.8099994659424
"2867",-106.74,32.62,"JRN",2012,"11",0.699999988079071,9.50500011444092
"2868",-106.74,32.62,"JRN",2012,"12",9.1899995803833,4.44999980926514
"2869",-106.74,32.62,"JRN",2013,"01",4.09999990463257,1.64499974250793
"2870",-106.74,32.62,"JRN",2013,"02",0,3.82500004768372
"2871",-106.74,32.62,"JRN",2013,"03",0.0299999993294477,9.93499946594238
"2872",-106.74,32.62,"JRN",2013,"04",0,14.3299999237061
"2873",-106.74,32.62,"JRN",2013,"05",1.32000005245209,18.7199993133545
"2874",-106.74,32.62,"JRN",2013,"06",2.34999990463257,26.5300006866455
"2875",-106.74,32.62,"JRN",2013,"07",100.73999786377,26.0149993896484
"2876",-106.74,32.62,"JRN",2013,"08",69,25.7000007629395
"2877",-106.74,32.62,"JRN",2013,"09",75.120002746582,21.9599990844727
"2878",-106.74,32.62,"JRN",2013,"10",1.46000003814697,13.8649997711182
"2879",-106.74,32.62,"JRN",2013,"11",6.19000005722046,8.40999984741211
"2880",-106.74,32.62,"JRN",2013,"12",5.92999982833862,3.60499978065491
"2881",-106.74,32.62,"JRN",2014,"01",0,3.6399998664856
"2882",-106.74,32.62,"JRN",2014,"02",0,8.57999992370605
"2883",-106.74,32.62,"JRN",2014,"03",8.71000003814697,10.2749996185303
"2884",-106.74,32.62,"JRN",2014,"04",0,13.7349996566772
"2885",-106.74,32.62,"JRN",2014,"05",0,17.3799991607666
"2886",-106.74,32.62,"JRN",2014,"06",2.04999995231628,25.7649993896484
"2887",-106.74,32.62,"JRN",2014,"07",59.0999984741211,26.9400005340576
"2888",-106.74,32.62,"JRN",2014,"08",58.7000007629395,24.3549995422363
"2889",-106.74,32.62,"JRN",2014,"09",66.9899978637695,21.6800003051758
"2890",-106.74,32.62,"JRN",2014,"10",16.7299995422363,17.1700000762939
"2891",-106.74,32.62,"JRN",2014,"11",9.47000026702881,8.66499996185303
"2892",-106.74,32.62,"JRN",2014,"12",3.98000001907349,7.45499992370605
"2893",-106.74,32.62,"JRN",2015,"01",43.7099990844727,4.47499990463257
"2894",-106.74,32.62,"JRN",2015,"02",12.0600004196167,8.59499931335449
"2895",-106.74,32.62,"JRN",2015,"03",9.86999988555908,11.5050001144409
"2896",-106.74,32.62,"JRN",2015,"04",5.05000019073486,14.1799993515015
"2897",-106.74,32.62,"JRN",2015,"05",43.9599990844727,17.7400016784668
"2898",-106.74,32.62,"JRN",2015,"06",6.26000022888184,25.5900020599365
"2899",-106.74,32.62,"JRN",2015,"07",120.680000305176,26.2390003204346
"2900",-106.74,32.62,"JRN",2015,"08",37.1599998474121,26.8240013122559
"2901",-106.74,32.62,"JRN",2015,"09",2.96000003814697,23.5290012359619
"2902",-106.74,32.62,"JRN",2015,"10",41.8499984741211,17.1500015258789
"2903",-106.74,32.62,"JRN",2015,"11",22.6800003051758,9.3100004196167
"2904",-106.74,32.62,"JRN",2015,"12",11.9280004501343,4.71500015258789
"2905",-106.74,32.62,"JRN",2016,"01",7.97300004959106,3.32500004768372
"2906",-106.74,32.62,"JRN",2016,"02",1.78400003910065,7.48400020599365
"2907",-106.74,32.62,"JRN",2016,"03",0,11.7850008010864
"2908",-106.74,32.62,"JRN",2016,"04",6.91099977493286,14.1240005493164
"2909",-106.74,32.62,"JRN",2016,"05",6.03999996185303,18.4590015411377
"2910",-106.74,32.62,"JRN",2016,"06",6.82600021362305,25.6360015869141
"2911",-106.74,32.62,"JRN",2016,"07",2.52500009536743,28.0500011444092
"2912",-106.74,32.62,"JRN",2016,"08",63.5909996032715,24.6340007781982
"2913",-106.74,32.62,"JRN",2016,"09",45.173999786377,22.1410007476807
"2914",-106.74,32.62,"JRN",2016,"10",0.902999997138977,18.2910003662109
"2915",-106.74,32.62,"JRN",2016,"11",20.2339992523193,11.07200050354
"2916",-106.74,32.62,"JRN",2016,"12",28.0659999847412,6.43200016021729
"4537",-85.4,42.4,"KBS",1990,"01",53.7700004577637,0.25
"4538",-85.4,42.4,"KBS",1990,"02",79.5899963378906,-1.21999990940094
"4539",-85.4,42.4,"KBS",1990,"03",67.4499969482422,3.75999975204468
"4540",-85.4,42.4,"KBS",1990,"04",79.0100021362305,9.26999950408936
"4541",-85.4,42.4,"KBS",1990,"05",119.480003356934,13.3600006103516
"4542",-85.4,42.4,"KBS",1990,"06",114.339996337891,20.2399997711182
"4543",-85.4,42.4,"KBS",1990,"07",64.379997253418,21.7899990081787
"4544",-85.4,42.4,"KBS",1990,"08",87.6100006103516,20.9449996948242
"4545",-85.4,42.4,"KBS",1990,"09",84.25,18.2049999237061
"4546",-85.4,42.4,"KBS",1990,"10",166.559997558594,10.875
"4547",-85.4,42.4,"KBS",1990,"11",191.350006103516,6.71500015258789
"4548",-85.4,42.4,"KBS",1990,"12",75.1100006103516,-0.325000047683716
"4549",-85.4,42.4,"KBS",1991,"01",32.5400009155273,-4.53499984741211
"4550",-85.4,42.4,"KBS",1991,"02",14.5600004196167,-0.709999918937683
"4551",-85.4,42.4,"KBS",1991,"03",142.860000610352,4.39499998092651
"4552",-85.4,42.4,"KBS",1991,"04",138.589996337891,10.9899997711182
"4553",-85.4,42.4,"KBS",1991,"05",76.9499969482422,18.7449989318848
"4554",-85.4,42.4,"KBS",1991,"06",76.4100036621094,22.3299999237061
"4555",-85.4,42.4,"KBS",1991,"07",146.179992675781,22.9650001525879
"4556",-85.4,42.4,"KBS",1991,"08",154.509994506836,21.9400005340576
"4557",-85.4,42.4,"KBS",1991,"09",56.5099983215332,16.3299999237061
"4558",-85.4,42.4,"KBS",1991,"10",183.610000610352,12.3199996948242
"4559",-85.4,42.4,"KBS",1991,"11",98.25,2.38499999046326
"4560",-85.4,42.4,"KBS",1991,"12",53.6699981689453,-1.19500005245209
"4561",-85.4,42.4,"KBS",1992,"01",40.060001373291,-2.35500001907349
"4562",-85.4,42.4,"KBS",1992,"02",26.8899993896484,-0.404999971389771
"4563",-85.4,42.4,"KBS",1992,"03",66.4300003051758,2.13000011444092
"4564",-85.4,42.4,"KBS",1992,"04",74.7799987792969,7.57000017166138
"4565",-85.4,42.4,"KBS",1992,"05",25.8999996185303,14.8549995422363
"4566",-85.4,42.4,"KBS",1992,"06",30.3700008392334,17.7350006103516
"4567",-85.4,42.4,"KBS",1992,"07",153.070007324219,20.1800003051758
"4568",-85.4,42.4,"KBS",1992,"08",85.4700012207031,18.7200012207031
"4569",-85.4,42.4,"KBS",1992,"09",138.759994506836,16.1599998474121
"4570",-85.4,42.4,"KBS",1992,"10",72.9300003051758,9.63000011444092
"4571",-85.4,42.4,"KBS",1992,"11",112.779998779297,3.57500004768372
"4572",-85.4,42.4,"KBS",1992,"12",97.0199966430664,-0.600000023841858
"4573",-85.4,42.4,"KBS",1993,"01",92.7099990844727,-2.875
"4574",-85.4,42.4,"KBS",1993,"02",28.75,-4.60500001907349
"4575",-85.4,42.4,"KBS",1993,"03",57,0.664999961853027
"4576",-85.4,42.4,"KBS",1993,"04",119.639999389648,7.88500022888184
"4577",-85.4,42.4,"KBS",1993,"05",43.9000015258789,15.7000007629395
"4578",-85.4,42.4,"KBS",1993,"06",175.460006713867,19
"4579",-85.4,42.4,"KBS",1993,"07",72.2399978637695,22.5499992370605
"4580",-85.4,42.4,"KBS",1993,"08",94.0899963378906,22.2250003814697
"4581",-85.4,42.4,"KBS",1993,"09",133.020004272461,14.5599994659424
"4582",-85.4,42.4,"KBS",1993,"10",92.8000030517578,9.94499969482422
"4583",-85.4,42.4,"KBS",1993,"11",29.7099990844727,3.67999982833862
"4584",-85.4,42.4,"KBS",1993,"12",29.9599990844727,-1.99000000953674
"4585",-85.4,42.4,"KBS",1994,"01",64.6600036621094,-8.81999969482422
"4586",-85.4,42.4,"KBS",1994,"02",38.6300010681152,-6.1100001335144
"4587",-85.4,42.4,"KBS",1994,"03",36.2299995422363,2.06499981880188
"4588",-85.4,42.4,"KBS",1994,"04",76.5999984741211,10.2599992752075
"4589",-85.4,42.4,"KBS",1994,"05",32.9700012207031,13.8649997711182
"4590",-85.4,42.4,"KBS",1994,"06",145.699996948242,21.3649997711182
"4591",-85.4,42.4,"KBS",1994,"07",159.130004882812,22.2700004577637
"4592",-85.4,42.4,"KBS",1994,"08",142.990005493164,19.8850002288818
"4593",-85.4,42.4,"KBS",1994,"09",22.8799991607666,18.0050010681152
"4594",-85.4,42.4,"KBS",1994,"10",54.7200012207031,12.0200004577637
"4595",-85.4,42.4,"KBS",1994,"11",143.610000610352,6.66499996185303
"4596",-85.4,42.4,"KBS",1994,"12",37.5200004577637,1.06500005722046
"4597",-85.4,42.4,"KBS",1995,"01",64.8199996948242,-2.51999998092651
"4598",-85.4,42.4,"KBS",1995,"02",21.9300003051758,-4.07499980926514
"4599",-85.4,42.4,"KBS",1995,"03",42.189998626709,3.75999975204468
"4600",-85.4,42.4,"KBS",1995,"04",85.1600036621094,7.16499996185303
"4601",-85.4,42.4,"KBS",1995,"05",95,14.5649995803833
"4602",-85.4,42.4,"KBS",1995,"06",73.4000015258789,21.4899997711182
"4603",-85.4,42.4,"KBS",1995,"07",131.240005493164,23.4249992370605
"4604",-85.4,42.4,"KBS",1995,"08",126.059997558594,24.8050003051758
"4605",-85.4,42.4,"KBS",1995,"09",43.3899993896484,16.0050010681152
"4606",-85.4,42.4,"KBS",1995,"10",68.7799987792969,12.4099998474121
"4607",-85.4,42.4,"KBS",1995,"11",127.139999389648,0.610000133514404
"4608",-85.4,42.4,"KBS",1995,"12",31.6499996185303,-3.79999995231628
"4609",-85.4,42.4,"KBS",1996,"01",38.5699996948242,-4.67499971389771
"4610",-85.4,42.4,"KBS",1996,"02",33.9500007629395,-3.48000001907349
"4611",-85.4,42.4,"KBS",1996,"03",18.9899997711182,-0.610000133514404
"4612",-85.4,42.4,"KBS",1996,"04",93.3499984741211,7.27500009536743
"4613",-85.4,42.4,"KBS",1996,"05",94.5400009155273,13.4700002670288
"4614",-85.4,42.4,"KBS",1996,"06",157.589996337891,21.0999984741211
"4615",-85.4,42.4,"KBS",1996,"07",35.0099983215332,21.0950012207031
"4616",-85.4,42.4,"KBS",1996,"08",40.8699989318848,22.7900009155273
"4617",-85.4,42.4,"KBS",1996,"09",78.129997253418,17.3150005340576
"4618",-85.4,42.4,"KBS",1996,"10",100.150001525879,11.5
"4619",-85.4,42.4,"KBS",1996,"11",54.3499984741211,1.23500001430511
"4620",-85.4,42.4,"KBS",1996,"12",95.3899993896484,-1.30499994754791
"4621",-85.4,42.4,"KBS",1997,"01",77,-5.75499963760376
"4622",-85.4,42.4,"KBS",1997,"02",111.230003356934,-1.32500004768372
"4623",-85.4,42.4,"KBS",1997,"03",73.6699981689453,2.82000017166138
"4624",-85.4,42.4,"KBS",1997,"04",38.6500015258789,7.67499971389771
"4625",-85.4,42.4,"KBS",1997,"05",114.860000610352,11.3299999237061
"4626",-85.4,42.4,"KBS",1997,"06",111.150001525879,20.9150009155273
"4627",-85.4,42.4,"KBS",1997,"07",43.25,22.6599998474121
"4628",-85.4,42.4,"KBS",1997,"08",92.5800018310547,20.0200004577637
"4629",-85.4,42.4,"KBS",1997,"09",142.410003662109,17.0849990844727
"4630",-85.4,42.4,"KBS",1997,"10",61.1300010681152,11.0199995040894
"4631",-85.4,42.4,"KBS",1997,"11",47.25,2.7649998664856
"4632",-85.4,42.4,"KBS",1997,"12",41.1399993896484,-0.25
"4633",-85.4,42.4,"KBS",1998,"01",107.889999389648,-0.700000047683716
"4634",-85.4,42.4,"KBS",1998,"02",52.6399993896484,2.01999998092651
"4635",-85.4,42.4,"KBS",1998,"03",93.7600021362305,3.43500018119812
"4636",-85.4,42.4,"KBS",1998,"04",135.929992675781,10.0699996948242
"4637",-85.4,42.4,"KBS",1998,"05",43.0900001525879,18.8899993896484
"4638",-85.4,42.4,"KBS",1998,"06",66.5800018310547,20.6299991607666
"4639",-85.4,42.4,"KBS",1998,"07",102.199996948242,22.8600006103516
"4640",-85.4,42.4,"KBS",1998,"08",60.9000015258789,22.8549995422363
"4641",-85.4,42.4,"KBS",1998,"09",52.3499984741211,19.8050003051758
"4642",-85.4,42.4,"KBS",1998,"10",92.6500015258789,12.4250001907349
"4643",-85.4,42.4,"KBS",1998,"11",46.3899993896484,6.44500017166138
